Farm_ID,Crop_Type,Farm_Area(acres),Irrigation_Type,Fertilizer_Used(tons),Pesticide_Used(kg),Yield(tons),Soil_Type,Season,Water_Usage(cubic meters)
F1009,Chickpea,51.9725423,Manual,8.253328601,0.95470615,58.21338746,Loamy,Rabi,91132.60411
F1010,Chickpea,448.1535286,Manual,8.110273927,3.614726038,51.47613545,Peaty,Kharif,74540.39478
F1011,Chickpea,104.0149891,Rain-fed,3.742112252,0.780313092,32.61627583,Silty,Zaid,83278.50759
F1012,Chickpea,168.4520654,Flood,1.728273547,2.792399577,47.52538824,Peaty,Rabi,41205.01445
F1013,Chickpea,121.0616371,Rain-fed,4.626821609,4.985135842,37.50412496,Silty,Kharif,62309.02321
F1014,Chickpea,183.9481899,Sprinkler,2.561720635,4.162866213,30.18682488,Loamy,Kharif,30653.21339
F1015,Chickpea,44.01768295,Sprinkler,7.2545598,3.268487472,53.63486318,Clay,Zaid,47267.52052
F1016,Chickpea,264.3392975,Rain-fed,4.114897539,1.878141294,21.53705396,Peaty,Rabi,80852.32006
F1017,Chickpea,43.13015616,Rain-fed,9.780491808,3.307531263,56.07047969,Clay,Rabi,99426.69659
F1018,Chickpea,402.1746888,Manual,6.768748696,2.871686588,38.45909858,Peaty,Zaid,36942.46697
F1019,Chickpea,124.5189201,Rain-fed,8.402325073,2.417375228,45.48805907,Loamy,Zaid,58104.60211
F1020,Chickpea,274.6058382,Manual,2.192722055,1.088196695,46.37415689,Loamy,Kharif,86004.96781
F1021,Chickpea,441.2387529,Sprinkler,8.75813034,4.489718969,55.80470963,Loamy,Kharif,44282.49442
F1022,Chickpea,328.9299108,Manual,9.304814715,2.52403092,45.46678729,Peaty,Zaid,68855.94645
F1023,Chickpea,271.1493154,Rain-fed,5.383557269,1.375801303,44.55734339,Silty,Rabi,81314.99072
F1024,Chickpea,168.923539,Sprinkler,6.45627644,2.154917079,22.66608162,Peaty,Kharif,73118.98152
F1025,Chickpea,173.1709374,Flood,7.883288208,2.363583886,40.73632088,Silty,Kharif,43161.73142
F1026,Chickpea,338.048608,Manual,2.573547645,4.22392053,26.00676003,Peaty,Rabi,54876.91981
F1027,Chickpea,497.128287,Sprinkler,5.523094688,3.801264713,49.49735075,Peaty,Kharif,84865.42491
F1028,Chickpea,334.301203,Manual,4.58796725,3.961872021,40.48887683,Loamy,Rabi,68795.85599
F1029,Chickpea,283.3138745,Sprinkler,2.317365929,0.54964069,47.20911117,Clay,Rabi,30366.07295
F1030,Chickpea,368.01875,Sprinkler,4.307809801,2.372692992,21.66691602,Clay,Rabi,83269.3532
F1031,Chickpea,237.95075,Manual,1.613550784,2.666048682,23.39168064,Silty,Zaid,32471.79485
F1032,Chickpea,39.46974787,Flood,1.232307163,0.586365246,48.65293552,Clay,Zaid,82201.36479
F1033,Chickpea,285.5254398,Sprinkler,2.216496602,1.669159439,22.88337344,Peaty,Zaid,44173.63921
F1034,Chickpea,479.2363894,Sprinkler,9.668036004,3.921304204,22.85026911,Peaty,Rabi,97065.14361
F1035,Chickpea,95.89844176,Sprinkler,5.945765823,1.116993676,20.48433901,Loamy,Rabi,55755.85259
F1036,Chickpea,348.1023965,Flood,9.69239945,2.908895592,58.26005593,Loamy,Zaid,52885.21314
F1037,Chickpea,108.4575074,Flood,4.892480905,1.468408424,49.50033438,Clay,Kharif,40422.16352
F1038,Chickpea,272.5555654,Rain-fed,3.806345198,0.554543486,34.13005634,Silty,Rabi,51392.29508
F1039,Chickpea,57.37146033,Manual,5.555276766,1.585406559,31.86142325,Clay,Kharif,91365.55333
F1040,Chickpea,230.6817588,Flood,4.955605198,4.891431897,33.98812919,Clay,Kharif,99743.40363
F1041,Chickpea,380.5200312,Manual,1.950982158,4.106917003,50.98614125,Clay,Rabi,55781.66714
F1042,Chickpea,180.3100469,Rain-fed,6.767436832,4.818094899,46.45482444,Clay,Rabi,61402.74417
F1043,Chickpea,335.806745,Manual,2.944343643,2.695343198,27.40782271,Peaty,Kharif,80544.96567
F1044,Chickpea,399.7704808,Flood,6.576291594,0.993812894,26.96437341,Silty,Kharif,92033.70463
F1045,Chickpea,464.3171315,Manual,6.851809832,2.9658177,23.93582599,Peaty,Zaid,71513.10339
F1046,Chickpea,124.9746201,Flood,2.368223678,2.544698006,46.41210879,Silty,Zaid,57406.79887
F1047,Chickpea,205.6647987,Manual,1.552146644,4.299606872,50.57490649,Loamy,Rabi,58883.52886
F1048,Chickpea,84.68384653,Flood,8.026854275,0.941371614,30.60185713,Clay,Zaid,78693.27025
F1049,Chickpea,496.3169161,Flood,5.138203814,2.697085117,20.83779844,Peaty,Zaid,30225.27845
F1000,Coconut,313.5987754,Sprinkler,1.620622147,3.685257938,45.3832967,Loamy,Zaid,59501.08291
F1001,Coconut,184.1915751,Manual,1.51349249,2.945921978,51.91656638,Clay,Rabi,31902.25113
F1002,Coconut,399.1566923,Sprinkler,3.539683672,0.867764056,35.83881891,Peaty,Kharif,97637.03875
F1003,Coconut,55.56541351,Flood,3.355351154,2.562352887,56.60360274,Peaty,Kharif,38921.77716
F1004,Coconut,298.2191108,Sprinkler,3.222809192,2.681133292,41.32115469,Silty,Zaid,79538.18284
F1005,Coconut,245.676716,Flood,9.156291225,1.245985431,26.31819291,Clay,Zaid,98094.3426
F1006,Coconut,324.7395077,Sprinkler,3.245915799,4.755641662,47.83596473,Clay,Zaid,87822.73362
F1007,Coconut,41.7782613,Flood,3.447547535,4.324889172,51.73045402,Peaty,Zaid,78952.07626
F1008,Coconut,294.1920558,Manual,7.834584362,3.510600518,32.67046708,Peaty,Rabi,88762.26367
F1009,Coconut,285.1274481,Flood,5.047658582,2.580330025,54.28717028,Clay,Kharif,98725.90853
F1010,Coconut,284.7234463,Manual,7.990395013,2.352944937,56.24573019,Loamy,Zaid,73494.11481
F1011,Coconut,305.7089566,Manual,1.588295418,3.429380602,31.0761795,Clay,Rabi,69142.93648
F1012,Coconut,341.4692892,Flood,5.388140743,2.954443412,59.34085891,Clay,Zaid,73976.66773
F1013,Coconut,404.4446098,Sprinkler,1.302522402,0.780228976,25.62846112,Peaty,Zaid,67287.31207
F1014,Coconut,142.2121529,Sprinkler,1.563878831,2.806261919,28.08062674,Peaty,Kharif,74456.23741
F1015,Coconut,414.274211,Rain-fed,9.15793708,4.128816278,27.36899357,Loamy,Zaid,61488.95456
F1016,Coconut,254.1452843,Sprinkler,2.25320834,2.566579449,55.7595884,Loamy,Kharif,45291.0228
F1017,Coconut,47.75855678,Rain-fed,5.79178614,0.733804599,46.17170209,Silty,Kharif,38417.30586
F1018,Coconut,38.68995533,Sprinkler,4.699860423,4.038251897,26.08417133,Clay,Kharif,34783.86549
F1019,Coconut,173.7767762,Sprinkler,4.126089936,1.40613702,37.61293673,Peaty,Rabi,48432.10486
F1020,Coconut,394.5995188,Manual,9.098500111,1.663793757,44.611921,Loamy,Rabi,33228.6495
F1021,Coconut,356.763658,Rain-fed,1.196410571,1.24117859,23.3385634,Silty,Kharif,69701.95459
F1022,Coconut,396.4213327,Sprinkler,6.974107176,1.985967792,55.29665474,Silty,Zaid,49867.99129
F1023,Coconut,263.4618377,Rain-fed,9.670549908,3.905381776,52.14414142,Peaty,Kharif,87717.43657
F1024,Coconut,225.697509,Manual,6.041513651,2.837236368,40.20827094,Peaty,Zaid,35196.86111
F1025,Coconut,82.25173809,Manual,9.431402158,1.421965734,58.68506461,Silty,Kharif,45844.6046
F1026,Coconut,170.8144493,Rain-fed,1.470320914,4.450235352,36.71043917,Loamy,Zaid,81117.2303
F1027,Coconut,222.6694894,Manual,4.769139872,4.458118347,59.36441276,Silty,Rabi,71916.58075
F1028,Coconut,53.41421054,Flood,3.341420119,4.417602913,46.71679995,Clay,Zaid,34514.38899
F1029,Coconut,118.0998568,Flood,7.577388685,1.574582951,45.38685093,Clay,Kharif,91406.762
F1030,Coconut,303.1303941,Manual,9.831673814,2.530577049,26.63819581,Peaty,Rabi,91408.3234
F1031,Coconut,370.474926,Flood,3.308770562,4.932453453,55.27711033,Loamy,Zaid,53128.56027
F1032,Coconut,499.1902806,Sprinkler,6.887571413,3.974056143,37.09958752,Loamy,Zaid,53828.40903
F1033,Coconut,467.2255324,Rain-fed,2.782878695,0.622253396,26.48933623,Clay,Zaid,99231.98508
F1034,Coconut,324.8569478,Sprinkler,6.087972291,0.793420661,20.5043008,Silty,Zaid,73832.33201
F1035,Coconut,216.4115461,Rain-fed,5.17539238,2.587691196,42.39022735,Peaty,Zaid,67192.15644
F1036,Coconut,321.7269087,Manual,9.748047967,4.591490926,41.09598488,Silty,Rabi,88670.65285
F1037,Coconut,394.9692929,Sprinkler,6.476745454,2.924158091,48.77414489,Silty,Rabi,49970.32369
F1038,Coconut,67.98473355,Manual,4.145557349,2.740156286,55.61032212,Silty,Rabi,60042.78154
F1039,Coconut,210.853396,Manual,2.026862064,0.97463165,23.17626339,Loamy,Rabi,48744.36728
F1040,Coconut,421.50312,Rain-fed,2.361221459,3.455510471,49.25985961,Clay,Kharif,85241.25926
F1041,Coconut,198.0781464,Rain-fed,3.02785237,4.199464223,27.49647776,Loamy,Rabi,70134.45419
F1042,Coconut,290.2174129,Rain-fed,3.258699952,2.211890034,54.32708213,Clay,Zaid,76117.75491
F1043,Coconut,298.0069868,Sprinkler,8.655544521,3.990253329,52.76254055,Peaty,Zaid,47661.50749
F1044,Coconut,100.393364,Flood,6.051005095,4.840144943,41.6317502,Peaty,Rabi,45415.7711
F1045,Coconut,187.4953664,Rain-fed,5.710518202,1.416949066,48.40971194,Silty,Zaid,64186.22403
F1046,Coconut,173.9105315,Rain-fed,2.032919847,2.85498334,32.57400453,Clay,Rabi,81629.60244
F1047,Coconut,22.83638718,Sprinkler,8.74125724,1.792120811,38.84671596,Clay,Zaid,66766.78303
F1048,Coconut,21.85396431,Rain-fed,7.505328729,4.067844886,52.86547591,Clay,Kharif,32285.19743
F1049,Coconut,417.5315514,Sprinkler,1.609015257,3.099170146,38.37060789,Silty,Kharif,90798.60544
F1000,Coffee,41.69657782,Manual,1.018934589,1.518255987,38.96025714,Loamy,Zaid,81833.32924
F1001,Coffee,478.353997,Manual,7.458149123,2.229078291,37.76510853,Loamy,Zaid,39999.52011
F1002,Coffee,22.31955956,Sprinkler,8.466288012,2.525555125,59.79431892,Clay,Kharif,82739.95456
F1003,Coffee,350.2807235,Sprinkler,1.365028638,3.106698592,41.81524485,Clay,Kharif,83824.59475
F1004,Coffee,50.28146122,Rain-fed,8.844379546,3.917079616,23.52806815,Loamy,Kharif,76097.8361
F1005,Coffee,456.2315239,Sprinkler,3.310248055,0.944931279,44.27509366,Peaty,Kharif,83628.1153
F1006,Coffee,237.5722858,Sprinkler,6.987628918,4.503434149,26.06337171,Peaty,Kharif,89214.50078
F1007,Coffee,77.38664966,Sprinkler,8.203193911,0.555393664,21.23750579,Clay,Kharif,72952.288
F1008,Coffee,176.9996929,Sprinkler,6.963980618,2.165235506,58.82968615,Peaty,Zaid,36202.32998
F1009,Coffee,90.76409092,Rain-fed,1.830563129,0.623391395,50.94155566,Loamy,Zaid,64133.94668
F1010,Coffee,93.58513666,Sprinkler,6.36689367,2.268384014,59.2043597,Silty,Rabi,35435.45343
F1011,Coffee,474.5730769,Flood,5.94625291,2.866156695,39.11513792,Silty,Zaid,58528.01217
F1012,Coffee,228.170595,Flood,9.102891413,2.80256624,41.29030125,Peaty,Zaid,58497.45424
F1013,Coffee,396.5131093,Flood,4.638157567,1.245327562,26.73347824,Clay,Kharif,34620.68909
F1014,Coffee,323.406725,Flood,3.889729874,3.405832295,29.87629707,Clay,Kharif,54417.43738
F1015,Coffee,341.4489175,Sprinkler,7.74865688,0.701503027,53.5419686,Clay,Zaid,37769.86692
F1016,Coffee,74.52978485,Flood,4.714077935,3.928580691,34.24742588,Clay,Rabi,86576.4647
F1017,Coffee,124.7503789,Sprinkler,6.814865575,4.759899953,53.07259895,Clay,Kharif,96338.16182
F1018,Coffee,395.5076642,Rain-fed,6.818050811,2.028959722,48.36054897,Peaty,Zaid,35062.15327
F1019,Coffee,485.6754412,Flood,8.992351579,2.827577218,27.08683701,Silty,Zaid,96858.06451
F1020,Coffee,138.7110649,Manual,6.388231621,2.205096251,40.29785464,Silty,Rabi,66580.36195
F1021,Coffee,143.0686947,Flood,5.51938249,0.530196756,47.09549286,Peaty,Rabi,50969.59746
F1022,Coffee,241.7195951,Flood,2.249841938,2.236435263,29.40148859,Clay,Kharif,35380.34527
F1023,Coffee,492.0817533,Sprinkler,2.04163846,4.062741167,53.22754042,Peaty,Rabi,65043.69876
F1024,Coffee,141.7898835,Flood,2.388894088,3.18194979,41.7931063,Silty,Zaid,85616.08811
F1025,Coffee,209.4162357,Manual,2.546636332,0.955669616,26.60968202,Loamy,Zaid,79496.05341
F1026,Coffee,446.8252077,Sprinkler,6.740893834,4.312127704,43.31937705,Peaty,Rabi,33515.8208
F1027,Coffee,11.43130598,Sprinkler,7.668831252,2.889884052,59.98855217,Clay,Rabi,35103.12848
F1028,Coffee,29.48532284,Rain-fed,5.769923706,4.287755128,26.02085967,Silty,Rabi,58201.12978
F1029,Coffee,305.9951218,Rain-fed,8.461159593,3.110996835,52.6702772,Silty,Rabi,50670.33458
F1030,Coffee,454.6162807,Flood,9.921369041,3.018598002,28.29236013,Silty,Kharif,46266.90261
F1031,Coffee,127.0397636,Rain-fed,8.380113662,0.973666333,51.29553318,Silty,Rabi,49670.31492
F1032,Coffee,240.1244696,Rain-fed,7.253941363,1.253118799,49.38311692,Clay,Kharif,86243.79203
F1033,Coffee,230.7279978,Rain-fed,5.792434295,4.874113654,32.01957542,Loamy,Zaid,95045.96375
F1034,Coffee,241.7559596,Sprinkler,5.039677645,1.52819036,33.0329247,Silty,Rabi,58357.18862
F1035,Coffee,315.0346509,Sprinkler,1.759531425,4.898534531,51.70085568,Peaty,Kharif,93427.77015
F1036,Coffee,240.1744439,Sprinkler,4.594318736,2.893607179,38.45782048,Loamy,Rabi,52504.69909
F1037,Coffee,229.2593892,Rain-fed,9.191211731,1.111050712,49.23272115,Silty,Zaid,63350.58904
F1038,Coffee,242.401326,Sprinkler,8.272203669,0.946859912,25.91936589,Loamy,Zaid,45822.02985
F1039,Coffee,299.5250462,Rain-fed,2.944462285,1.439888318,54.10231128,Peaty,Zaid,74833.32295
F1040,Coffee,273.1336693,Sprinkler,5.199470062,4.665367985,48.43538867,Silty,Rabi,98528.67806
F1041,Coffee,428.5266388,Sprinkler,8.350508823,2.363676009,56.27771235,Peaty,Rabi,72244.51672
F1042,Coffee,34.25345821,Manual,1.606460993,2.279454206,25.29489516,Clay,Kharif,55046.98589
F1043,Coffee,418.325365,Flood,4.486533271,1.909428175,43.72058001,Silty,Zaid,75347.22122
F1044,Coffee,423.5230602,Rain-fed,8.666571132,1.161778328,43.9648234,Silty,Rabi,38604.44749
F1045,Coffee,149.6049306,Manual,4.635080778,2.695330387,34.13842962,Silty,Zaid,92206.13562
F1046,Coffee,236.797458,Sprinkler,1.698531803,1.085215021,38.33865698,Silty,Zaid,65215.87655
F1047,Coffee,224.8838594,Rain-fed,5.882809317,4.259661064,21.51926253,Clay,Kharif,61454.48194
F1048,Coffee,117.0698188,Sprinkler,8.755682454,2.166786438,49.83440155,Silty,Kharif,71010.53519
F1049,Coffee,204.4304551,Flood,6.312569887,2.186616055,41.97289918,Loamy,Kharif,73734.8704
F001,Cotton,329.4,Sprinkler,8.14,2.21,14.44,Loamy,Kharif,76648.2
F021,Cotton,377.05,Drip,5.95,0.91,29.17,Clay,Rabi,26743.55
F027,Cotton,375.1,Rain-fed,0.5,4.76,22.51,Clay,Kharif,39362.44
F036,Cotton,446.16,Manual,4.35,3.47,12.53,Loamy,Zaid,38874.28
F039,Cotton,220.48,Flood,9.96,2.91,10.53,Clay,Zaid,82549.03
F040,Cotton,166.82,Rain-fed,2.85,1.36,46.19,Sandy,Zaid,12007.7
F043,Cotton,78.79,Flood,1.35,3,11.45,Sandy,Zaid,94754.73
F1000,Cotton,45.17014505,Sprinkler,6.709817308,4.449411588,46.0382934,Loamy,Zaid,30030.9947
F1001,Cotton,344.4824384,Rain-fed,7.937025564,0.687455683,45.78364699,Silty,Kharif,93096.81676
F1002,Cotton,128.5465234,Flood,1.025931265,2.289414108,42.45174172,Clay,Rabi,40766.49172
F1003,Cotton,359.8367899,Sprinkler,8.730610169,3.930390644,51.07712041,Loamy,Kharif,99306.04632
F1004,Cotton,413.0420492,Rain-fed,2.674207,2.547135003,28.19924838,Loamy,Zaid,96839.28951
F1005,Cotton,403.9396687,Flood,5.968624282,1.702636834,49.02508801,Clay,Zaid,64627.26327
F1006,Cotton,280.725474,Manual,4.742177506,1.48912407,44.78938286,Silty,Kharif,65890.41735
F1007,Cotton,264.8832472,Flood,7.476884349,1.091832201,55.84300447,Loamy,Rabi,63708.45382
F1008,Cotton,80.00922106,Flood,4.340454533,4.357083019,53.88777756,Peaty,Rabi,74481.0552
F1009,Cotton,389.9196137,Sprinkler,8.82786859,3.089099315,32.60588157,Silty,Zaid,36350.51916
F1010,Cotton,142.9905964,Sprinkler,7.574467249,0.843732252,31.049493,Silty,Kharif,32283.25638
F1011,Cotton,253.3807572,Flood,6.82941854,2.221611456,59.26613295,Clay,Rabi,34039.20499
F1012,Cotton,149.2943055,Sprinkler,8.16616536,2.154801429,41.09060724,Clay,Rabi,61105.57445
F1013,Cotton,75.57589787,Sprinkler,7.786207314,1.317826358,56.25683856,Peaty,Zaid,49288.35575
F1014,Cotton,318.4832715,Sprinkler,1.323448074,2.459784315,26.55524095,Loamy,Rabi,73542.76937
F1015,Cotton,36.62269706,Rain-fed,4.552609185,1.994447144,45.71275659,Clay,Kharif,99470.96026
F1016,Cotton,376.8361647,Rain-fed,9.377265676,2.038116675,52.39440749,Clay,Zaid,57042.62212
F1017,Cotton,165.6175297,Flood,2.131518421,3.82561951,57.89580998,Silty,Zaid,70168.88779
F1018,Cotton,10.06599957,Sprinkler,7.633868954,1.504685235,33.49360564,Clay,Kharif,59092.27271
F1019,Cotton,260.4532782,Rain-fed,9.771326302,3.388369815,48.9992468,Clay,Zaid,89309.01674
F1020,Cotton,32.95743518,Flood,1.469787661,3.067923307,41.55252036,Clay,Rabi,93156.54824
F1021,Cotton,145.3230833,Sprinkler,7.139744926,3.056416306,22.42515704,Clay,Rabi,91414.89285
F1022,Cotton,356.4184789,Manual,5.213387272,3.483533058,47.59998949,Silty,Kharif,98206.05671
F1023,Cotton,40.71791459,Sprinkler,6.212577298,2.967719163,47.60386233,Peaty,Rabi,31926.34296
F1024,Cotton,421.2758613,Sprinkler,1.768072028,4.456648017,57.22427219,Peaty,Kharif,88787.13135
F1025,Cotton,11.8717621,Rain-fed,1.387062567,3.540110414,39.89249785,Loamy,Kharif,82624.05211
F1026,Cotton,130.9436959,Flood,7.001799945,2.961334631,29.21003683,Clay,Rabi,46008.60866
F1027,Cotton,373.0429875,Flood,8.409784868,4.233934041,21.78255294,Silty,Kharif,96942.40654
F1028,Cotton,164.9723734,Rain-fed,8.038138014,3.227659542,36.62568747,Loamy,Rabi,40372.45498
F1029,Cotton,59.92727015,Sprinkler,5.894251551,1.810149115,32.076668,Loamy,Zaid,77568.4949
F1030,Cotton,186.5146202,Manual,1.89880139,1.431927132,50.44353224,Peaty,Zaid,45742.31518
F1031,Cotton,142.4927103,Sprinkler,7.192399995,1.185475035,34.17071059,Silty,Kharif,60196.64541
F1032,Cotton,422.9288321,Sprinkler,3.176999952,4.547548456,57.96284785,Silty,Rabi,80341.19279
F1033,Cotton,163.5404796,Manual,9.199618325,3.695609443,58.49240812,Silty,Rabi,69432.72494
F1034,Cotton,396.5769112,Rain-fed,8.544388236,4.718202972,44.83634361,Peaty,Zaid,59925.12819
F1035,Cotton,447.017351,Flood,7.384446704,3.214813126,57.14641148,Peaty,Zaid,52843.69017
F1036,Cotton,222.5705356,Rain-fed,9.539613602,2.630303967,50.43417378,Peaty,Rabi,88776.1759
F1037,Cotton,455.8721405,Rain-fed,1.282796394,0.7687242,41.87438564,Peaty,Kharif,40067.00452
F1038,Cotton,194.8858464,Sprinkler,7.625803826,3.522390267,27.21231742,Peaty,Zaid,60107.20136
F1039,Cotton,482.3984241,Flood,3.972185014,3.119939419,38.34391774,Clay,Kharif,93263.03002
F1040,Cotton,53.75186702,Flood,9.154592971,4.955940021,42.43497853,Clay,Kharif,89209.46853
F1041,Cotton,346.6394406,Rain-fed,3.40007677,1.5762145,54.55846323,Silty,Zaid,58065.92337
F1042,Cotton,251.9688798,Manual,7.523708494,2.888318099,39.25333506,Loamy,Kharif,83417.58545
F1000,Grapes,413.348807,Rain-fed,5.039322812,4.173848532,44.21930677,Peaty,Rabi,95539.6435
F1001,Grapes,445.5548378,Flood,2.431225034,2.756819577,40.67159757,Silty,Rabi,34480.44426
F1002,Grapes,276.8078268,Flood,2.621761787,0.819012092,49.60645475,Clay,Kharif,87732.02661
F1003,Grapes,110.1858342,Manual,1.88411493,1.907884224,45.22801885,Silty,Zaid,50466.81773
F1004,Grapes,135.1014475,Rain-fed,8.231662976,4.708836943,41.98425074,Loamy,Rabi,61074.36182
F1005,Grapes,154.8903903,Flood,2.098274449,4.328061173,47.59115397,Silty,Rabi,31533.93301
F1006,Grapes,300.9632156,Rain-fed,2.126127314,4.918575641,25.75767654,Loamy,Zaid,51073.22545
F1007,Grapes,26.07671582,Rain-fed,8.654244533,3.325970222,43.81438645,Clay,Rabi,65184.18698
F1008,Grapes,321.6608097,Manual,4.10143676,1.613795329,26.88442411,Silty,Rabi,33932.32541
F1009,Grapes,188.5335768,Sprinkler,1.277721139,1.232667724,57.02088831,Silty,Rabi,64376.70106
F1010,Grapes,154.6684832,Manual,1.467057696,1.341114983,22.73336419,Clay,Zaid,94897.74402
F1011,Grapes,440.9533197,Sprinkler,2.27953402,0.589080463,37.21498999,Loamy,Zaid,37377.52527
F1012,Grapes,235.4011738,Rain-fed,2.920540132,2.258069499,47.83189911,Silty,Zaid,83510.85097
F1013,Grapes,56.57599231,Sprinkler,6.986315748,1.361424562,38.32088847,Loamy,Zaid,58676.97374
F1014,Grapes,415.1059163,Rain-fed,2.41593652,2.352449572,23.68381013,Silty,Kharif,75862.16002
F1015,Grapes,33.34421614,Flood,2.069869521,4.707474943,42.13516065,Peaty,Rabi,48216.56186
F1016,Grapes,366.1071198,Flood,7.882472273,2.437430943,45.66527635,Silty,Zaid,41164.45838
F1017,Grapes,389.2140487,Flood,7.039497555,4.450930236,48.15169244,Clay,Rabi,41232.383
F1018,Grapes,182.7752769,Manual,4.917917993,3.22477145,34.93039258,Clay,Rabi,34934.4362
F1019,Grapes,414.1460496,Manual,5.943787943,1.612091996,42.54639884,Loamy,Kharif,42995.26934
F1020,Grapes,262.6731089,Rain-fed,3.807856183,2.101346417,38.027459,Silty,Zaid,76495.35695
F1021,Grapes,237.0138901,Flood,5.342503782,0.877637911,46.88224155,Loamy,Zaid,91718.34283
F1022,Grapes,32.24760792,Manual,5.560053841,2.000581671,43.34227869,Loamy,Rabi,86988.79799
F1023,Grapes,152.1143049,Flood,4.485135441,3.548934255,41.03024878,Peaty,Zaid,77959.40169
F1024,Grapes,466.1948857,Manual,9.159149896,0.824499918,29.98097467,Peaty,Rabi,37730.23044
F1025,Grapes,201.993742,Sprinkler,1.144556785,1.424306338,20.08074071,Clay,Rabi,50243.12124
F1026,Grapes,277.8832551,Sprinkler,8.039541368,2.216484686,26.96326701,Loamy,Kharif,51686.48127
F1027,Grapes,270.6906227,Flood,2.119445481,4.919222917,24.68264166,Clay,Kharif,47496.98625
F1028,Grapes,299.311234,Rain-fed,8.177926245,4.031878203,37.9633898,Silty,Kharif,66050.39618
F1029,Grapes,40.05216827,Manual,6.543207241,3.800690359,44.49032603,Loamy,Rabi,67488.76704
F1030,Grapes,187.4663649,Manual,8.589502818,1.022859304,28.52340035,Loamy,Zaid,54982.01826
F1031,Grapes,364.3328542,Sprinkler,1.877628931,4.014481521,57.56228384,Silty,Kharif,54765.24111
F1032,Grapes,108.274523,Sprinkler,6.030825707,4.033709652,20.26728517,Silty,Zaid,87998.89185
F1033,Grapes,109.753405,Rain-fed,5.509790922,3.20496213,50.89204061,Clay,Kharif,85250.49938
F1034,Grapes,14.94439728,Rain-fed,7.355738647,4.956628019,45.00819078,Clay,Kharif,51545.70822
F1035,Grapes,224.366144,Rain-fed,5.808614967,1.963642577,34.94219204,Silty,Rabi,93965.19107
F1036,Grapes,442.5398465,Flood,5.866611104,4.735726017,22.01955778,Clay,Kharif,96697.05119
F1037,Grapes,35.43146236,Sprinkler,4.866363492,4.616290017,45.09946287,Silty,Kharif,52871.97794
F1038,Grapes,103.6481677,Flood,3.779509816,0.551662969,35.42454051,Loamy,Rabi,54809.74642
F1039,Grapes,161.9414238,Sprinkler,5.340379251,2.525524369,57.45068558,Loamy,Zaid,65394.39074
F1040,Grapes,368.5451209,Sprinkler,2.066431229,4.896969049,41.679603,Peaty,Kharif,95878.45688
F1041,Grapes,323.9114405,Manual,9.653620051,0.964046131,57.58606045,Loamy,Rabi,91342.36032
F1042,Grapes,213.8125132,Sprinkler,7.429696873,2.965031125,28.81934774,Silty,Kharif,37179.75738
F1043,Grapes,381.9437802,Sprinkler,9.57220405,4.905308782,49.02903641,Clay,Rabi,57491.15203
F1044,Grapes,308.7191957,Flood,3.040546441,2.999729408,44.68996083,Peaty,Zaid,68735.98328
F1045,Grapes,449.0599918,Sprinkler,8.914069182,1.354168863,49.57632919,Clay,Zaid,65219.27308
F1046,Grapes,410.8331071,Flood,8.279109861,3.119824535,28.58671456,Silty,Rabi,43570.41476
F1047,Grapes,133.878667,Rain-fed,7.094371712,1.419982583,46.59978065,Loamy,Rabi,90117.17398
F1048,Grapes,143.004903,Sprinkler,6.625262675,2.838669183,39.92161572,Peaty,Rabi,77385.85481
F1049,Grapes,71.42467314,Sprinkler,3.848946987,0.833189981,49.712999,Silty,Zaid,88653.58624
F1000,Jute,430.7944969,Manual,2.650979768,3.840139342,37.29384906,Loamy,Kharif,35919.57647
F1001,Jute,376.6943683,Sprinkler,8.694766176,1.264464527,21.24596371,Loamy,Zaid,72479.28689
F1002,Jute,225.2131946,Flood,8.943038891,1.3773884,30.38305797,Silty,Kharif,91668.11039
F1003,Jute,309.16791,Sprinkler,5.196787805,4.506842827,21.34705615,Silty,Zaid,91804.03716
F1004,Jute,88.579049,Sprinkler,1.681297546,3.874900093,55.1674309,Silty,Zaid,76133.17871
F1005,Jute,340.0862546,Manual,4.490434809,4.587028199,29.73586733,Peaty,Kharif,44786.2282
F1006,Jute,97.83409531,Sprinkler,8.231838935,3.914218945,42.29348678,Peaty,Kharif,90409.7782
F1007,Jute,350.0352993,Flood,9.115966257,3.187198877,21.55917283,Loamy,Rabi,92026.54047
F1008,Jute,122.5030988,Flood,2.831254682,3.443597317,46.67389565,Silty,Rabi,43765.75095
F1009,Jute,67.60013707,Manual,1.602762508,4.501075658,32.92109383,Loamy,Rabi,81619.826
F1010,Jute,90.98940017,Sprinkler,8.896154078,3.104630395,55.91676748,Clay,Zaid,50056.36842
F1011,Jute,10.97614626,Flood,4.504644451,3.345760959,55.52472756,Clay,Kharif,86184.82186
F1012,Jute,362.1824127,Sprinkler,5.875848678,1.204145222,33.01162473,Silty,Zaid,99806.65299
F1013,Jute,368.876514,Sprinkler,9.712592308,2.632645491,56.03843583,Silty,Kharif,32101.82037
F1014,Jute,262.3173415,Sprinkler,1.599082551,3.723787004,59.84630694,Clay,Zaid,92815.61061
F1015,Jute,89.06777252,Manual,6.834862067,1.719242142,53.01662656,Silty,Rabi,73584.13735
F1016,Jute,50.94162538,Sprinkler,1.666948803,1.410143812,53.79485391,Peaty,Rabi,98136.78334
